ID_Venta,Fecha,Producto,Categoria,Precio,Cantidad,ID_Cliente,Region
869,2025-04-29,Telescopio para Ninos,ciencia,50.0,1,958,Oeste
870,2025-04-30,Microscopio para Ninos,ciencia,40.0,1,959,Este
871,2025-05-01,Kit de Quimica para Ninos,ciencia,25.0,1,960,Norte
872,2025-05-02,Libro de Dinosaurios,libros,15.0,1,961,Sur
873,2025-05-03,Juguete de Dinosaurio,juguetes,12.0,1,962,Centro
874,2025-05-04,Disfraz de Dinosaurio,ropa,30.0,1,963,Oeste
876,2025-05-06,Poster del Espacio,decoracion,12.0,1,965,Norte
877,2025-05-07,Cohete de Juguete,juguetes,20.0,1,966,Sur
878,2025-05-08,Disfraz de Astronauta,ropa,35.0,1,967,Centro
879,2025-05-09,Proyector de Estrellas,iluminacion,25.0,1,968,Oeste
880,2025-05-10,Comida de Astronauta,curiosidades,8.0,1,969,Este
881,2025-05-11,Libro de Animales,libros,15.0,1,970,Norte
882,2025-05-12,Figuras de Animales de Juguete,juguetes,20.0,1,971,Sur
883,2025-05-13,Documental de Animales,video,18.0,1,972,Centro
885,2025-05-15,Binoculares para Ninos,exterior,20.0,1,974,Este
886,2025-05-16,Kit de Explorador,exterior,30.0,1,975,Norte
887,2025-05-17,Lupa para Ninos,exterior,8.0,1,976,Sur
888,2025-05-18,Red para Insectos,exterior,10.0,1,977,Centro
889,2025-05-19,Frasco para Insectos,exterior,6.0,1,978,Oeste
890,2025-05-20,Guia de Campo de Insectos,libros,12.0,1,979,Este
891,2025-05-21,Prensa para Flores,arte,15.0,1,980,Norte
892,2025-05-22,Herbario,libros,20.0,1,981,Sur
893,2025-05-23,Semillas para Plantar,jardineria,5.0,1,982,Centro
894,2025-05-24,Kit de Jardineria para Ninos,jardineria,20.0,1,983,Oeste
895,2025-05-25,Regadera Pequena,jardineria,10.0,1,984,Este
896,2025-05-26,Carretilla de Juguete,jardineria,25.0,1,985,Norte
898,2025-05-28,Mandil para Ninos,arte,12.0,1,987,Centro
899,2025-05-29,Kit de Cocina para Ninos,cocina,30.0,1,988,Oeste
900,2025-05-30,Gorro de Chef para Ninos,cocina,8.0,1,989,Este
901,2025-05-31,Libro de Cocina para Ninos,libros,15.0,1,990,Norte
902,2025-06-01,Moldes para Galletas,cocina,10.0,1,991,Sur
903,2025-06-02,Chispas de Colores,cocina,5.0,1,992,Centro
904,2025-06-03,Kit para Decorar Cupcakes,cocina,18.0,1,993,Oeste
905,2025-06-04,Maquina para Hacer Palomitas,cocina,40.0,1,994,Este
906,2025-06-05,Maquina de Algodon de Azucar,cocina,50.0,1,995,Norte
907,2025-06-06,Fuente de Chocolate,cocina,35.0,1,996,Sur
909,2025-06-08,Juego de Pesca Magnetico,juguetes,15.0,1,998,Oeste
910,2025-06-09,Rompecabezas de Madera,juguetes,12.0,1,999,Este
911,2025-06-10,Cubo de Actividades,juguetes,30.0,1,1000,Norte
912,2023-01-21,Silla Gamer,muebles,200.0,1,105,Oeste
913,2023-05-28,Consulta Tecnica,servicios,80.0,1,228,Oeste
914,2023-09-02,Casa de Campana,campismo,120.0,1,325,Norte
915,2024-03-01,Sobre,oficina,0.5,20,511,Sur
916,2024-06-21,Tarjeta Madre Z690,componentes,250.0,1,252,Oeste
917,2024-11-19,Bolsa para Ropa Sucia,viajes,8.0,1,797,Oeste
918,2025-01-08,Carriola,viajes,200.0,1,847,Centro
919,2025-03-28,Varita Magica,juguetes,10.0,1,926,Norte
920,2025-05-20,Guia de Campo de Insectos,libros,12.0,1,979,Este
921,2024-02-28,Pegamento en Barra,oficina,2.0,3,509,Este
922,2024-05-26,Mesa de Centro,muebles,80.0,1,607,Centro
923,2024-10-27, Dispensador de Cereales,cocina,25.0,1,773,Oeste
924,2023-03-30,Licuadora,hogar,50.0,1,169,Este
925,2023-07-28,Arrocera,cocina,40.0,1,289,Este
926,2023-12-29,Decantador de Vino,cocina,35.0,1,444,Norte
927,2024-02-10,Cortadora de Papel,oficina,25.0,1,489,Norte
928,2024-09-24,Abrebotellas,cocina,5.0,1,740,Norte
929,2023-02-03,Router WiFi 6,redes,110.0,1,116,Este
930,2023-05-07,Escaner de Documentos,oficina,150.0,1,207,Centro
931,2023-08-19,Alarma de Humo,seguridad,18.0,2,311,Sur
932,2023-12-06,Marco de Fotos Digital,decoracion,70.0,1,421,Centro
933,2024-05-12,GPS para Senderismo,electronica,200.0,1,603,Oeste
934,2024-07-21,Servomotor,electronica,8.0,2,669,Este
935,2025-01-07,Silla de Auto para Bebe,viajes,150.0,1,846,Sur
936,2025-02-28,Trompo,juguetes,6.0,1,898,Oeste
937,2023-02-22,Audifonos con Microfono,audio,55.0,1,133,Oeste
938,2023-06-01,Tarjeta de Regalo,regalos,50.0,1,232,Oeste
939,2023-09-07,Cana de Pescar,pesca,50.0,1,330,Sur
940,2024-01-20,Coleccion de Vinilos,musica,30.0,1,467,Centro
941,2024-10-28,Toallero,hogar,15.0,1,775,Norte
942,2023-03-08,Disco Duro Interno 4TB,almacenamiento,110.0,1,147,Centro
943,2023-04-20,Tarjeta de Sonido Externa,audio,40.0,1,190,Norte
944,2023-10-02,Kit de Pintura,arte,40.0,1,355,Norte
945,2024-04-22,Escobilla para Bano,hogar,10.0,1,570,Norte
946,2024-08-19,Moneda Virtual para Juegos,videojuegos,20.0,1,701,Sur
947,2023-02-16,Mouse Inalambrico,accesorios,25.0,2,102,Sur
948,2023-02-07,Bocinas 2.1,audio,90.0,1,120,Oeste
949,2023-02-13,Teclado Inalambrico,accesorios,45.0,1,103,Este
950,2023-02-18,Cable Ethernet 10m,redes,18.0,1,129,Este
951,2023-02-24,"Tablet 10""",electronica,250.0,1,135,Norte
952,2023-03-03,Teclado Numerico,perifericos,18.0,1,142,Centro
953,2023-03-14,Aro de Luz LED,video,35.0,1,153,Oeste
954,2023-03-23,Pantalla Inteligente,hogar,120.0,1,162,Centro
955,2023-04-05,Ventilador,hogar,40.0,1,175,Norte
956,2023-04-14,Candado para Laptop,seguridad,15.0,1,184,Este
957,2023-04-22,Sintonizador de TV USB,video,30.0,1,192,Centro
958,2023-05-01,Monitor Ultrawide,monitores,600.0,1,201,Sur
959,2023-05-10,Telescopio,ciencia,200.0,1,210,Norte
960,2023-05-20,Libro de Cocina,libros,25.0,1,220,Norte
961,2023-05-29,Reparacion de PC,servicios,120.0,1,229,Este
962,2023-06-07,Cinturon,ropa,30.0,1,239,Este
963,2023-06-17,SSD 2TB,componentes,180.0,1,248,Oeste
964,2023-06-26,Lampara de Pie,hogar,50.0,1,257,Centro
965,2023-07-05,Soporte para Celular,accesorios,12.0,1,266,Sur
966,2023-07-15,Tensiometro,salud,40.0,1,276,Sur
967,2023-07-25,Batidora,cocina,70.0,1,286,Sur
968,2023-08-04,Maceta,jardineria,10.0,5,296,Sur
969,2023-08-14,Gafas de Seguridad,seguridad,8.0,1,306,Sur
970,2023-08-23,Bomba de Aire,deportes,12.0,1,315,Norte
971,2023-09-02,Casa de Campana,campismo,120.0,1,325,Norte
972,2023-09-12,Balon de Baloncesto,deportes,25.0,1,335,Norte
973,2023-09-21,Monitores de Estudio,audio,250.0,2,344,Este
974,2023-10-01,Funda para Guitarra,musica,30.0,1,354,Este
975,2023-10-10,Plastilina,arte,8.0,1,363,Oeste
976,2023-10-20,Raqueta de Tenis,deportes,80.0,1,373,Oeste
977,2023-10-29,Gorro de Natacion,natacion,8.0,1,833,Oeste
978,2023-11-08,Paraguas,accesorios,20.0,1,393,Oeste
979,2023-11-18,Olla de Presion,cocina,80.0,1,403,Oeste
980,2023-11-27,Clips,oficina,3.0,1,412,Centro
981,2023-12-07,Planta Artificial,decoracion,20.0,1,422,Centro
982,2023-12-16,Peluche,juguetes,20.0,1,431,Sur
983,2023-12-25,Juego de Te,cocina,40.0,1,440,Norte
984,2024-01-04,Domino,juguetes,15.0,1,451,Sur
985,2024-01-13,Timbre con Video,seguridad,100.0,1,460,Norte
986,2024-01-23,Inversor de Corriente para Auto,energia,40.0,1,471,Sur
987,2024-02-02,Fabrica de Hielo,cocina,120.0,1,480,Norte
988,2024-02-12,Cojin Lumbar,muebles,20.0,1,492,Centro
989,2024-02-21,Portafolio,accesorios,70.0,1,502,Centro
990,2024-03-02,Agenda Electronica,electronica,50.0,1,512,Centro
991,2024-03-11,Bola de Discoteca,fiesta,20.0,1,522,Centro
992,2024-03-21,Cubre Sillas,hogar,8.0,4,533,Oeste
993,2024-03-31,Ganchos para Ropa,hogar,8.0,1,545,Norte
994,2024-04-09,Cabecera para Cama,muebles,100.0,1,555,Norte
995,2024-04-18,Bata de Bano,hogar,35.0,1,565,Norte
996,2024-04-28,Tira de Luces LED,iluminacion,20.0,1,576,Sur
997,2024-05-07,Radio de Emergencia,seguridad,40.0,1,587,Centro
998,2024-05-17,Botas de Senderismo,ropa,120.0,1,597,Centro
999,2024-05-26,Mesa de Centro,muebles,80.0,1,607,Centro
1000,2024-06-05,Divisor de Audifonos,audio,8.0,1,618,Oeste
